run_id,polymer_id,heat_min,n,mean_abs_activity,std_abs_activity,sem_abs_activity,mean_REA_percent,std_REA_percent,sem_REA_percent,include_in_all_polymers,all_polymers_pair
Organic_Concentration,GOx (heat time low C),0.0,2,16.55190476190476,0.9354012562553491,0.6614285714285727,100.0,5.651320918715243,3.9960873442849376,True,False
Organic_Concentration,GOx (heat time low C),5.0,2,13.222857142857137,0.18317432807879971,0.12952380952380868,79.88722345291865,1.1066661554287507,0.7825311430133154,True,False
Organic_Concentration,GOx (heat time low C),10.0,2,7.1096428571428545,0.2422682519351038,0.1713095238095228,42.953623521965525,1.4636880493216688,1.0349837452170618,True,False
Organic_Concentration,GOx (heat time low C),15.0,2,3.9899170274170284,0.17644507956231542,0.12476551226551313,24.105485651416213,1.0660107226354687,0.7537834107931117,True,False
Organic_Concentration,GOx (heat time low C),20.0,2,2.2628571428571433,0.12017754211854507,0.08497835497835514,13.671279380879778,0.7260647269741503,0.5134052920237808,True,False
Organic_Concentration,GOx (heat time low C),40.0,2,0.38835497835497834,0.05889495441571084,0.041645021645021735,2.3462857232528402,0.35581979997408625,0.2516025934421173,True,False
Organic_Concentration,GOx (heat time low C),60.0,2,0.10545976082740777,0.012590721101121423,0.008902984270631513,0.6371457686859702,0.07606810987759992,0.05378827632649429,True,False
Organic_Concentration,GOx with DMSO (high C),0.0,3,16.576825396825388,0.475029378094568,0.2742583393158794,99.33607274664233,2.846597688616007,1.6434839417970182,True,False
Organic_Concentration,GOx with DMSO (high C),5.0,3,11.69269841269841,0.17661553189720286,0.10196902488391901,70.06810485865388,1.0583626783019298,0.6110459772178725,True,False
Organic_Concentration,GOx with DMSO (high C),10.0,3,5.5177176527176535,0.29508682347396925,0.17036845696700773,33.064738816080016,1.768297937722109,1.0209272903513198,True,False
Organic_Concentration,GOx with DMSO (high C),15.0,3,2.197032227032228,0.13062211050656494,0.07541471066308232,13.165642269055132,0.7827486361824753,0.4519201358077646,True,False
Organic_Concentration,GOx with DMSO (high C),20.0,3,0.9201154401154401,0.03631127268085409,0.020964323056909012,5.513761055365897,0.21759408923009238,0.1256280059910653,True,False
Organic_Concentration,GOx with DMSO (high C),40.0,3,0.11226930138694828,0.014544081071013624,0.008397029121465458,0.6727700402710634,0.08715492024063641,0.0503189166621318,True,False
Organic_Concentration,GOx with DMSO (high C),60.0,2,0.050595238095237874,0.0008417937871270994,0.000595238095238277,0.3031902750827519,0.005044421164726936,0.0035669444127393586,True,False
Organic_Concentration,GOx with EtOH (high C),0.0,3,16.37269841269841,0.5177873151243687,0.2989446457700279,99.41209352531853,3.1439118769478287,1.8151383684642906,True,False
Organic_Concentration,GOx with EtOH (high C),5.0,3,8.398154253154253,0.9651880048691777,0.5572515544298176,50.99208908698299,5.860448766047751,3.3835316726496796,True,False
Organic_Concentration,GOx with EtOH (high C),10.0,3,2.992294372294373,0.08255377204441726,0.04766244251246331,18.16867571219044,0.5012517240885815,0.28939781783430657,True,False
Organic_Concentration,GOx with EtOH (high C),15.0,3,0.8543145743145745,0.10332046823808626,0.059652100150057286,5.187245145609805,0.6273433854738372,0.3621968724776511,True,False
Organic_Concentration,GOx with EtOH (high C),20.0,3,0.33666666666666645,0.01657330346253848,0.00956860121545795,2.044179725900653,0.10063013147322859,0.058098833494655965,True,False
Organic_Concentration,GOx with EtOH (high C),40.0,3,0.057936507936507974,0.008169593163465499,0.0047167168120965325,0.35178010370284735,0.04960430707013692,0.028639060039908407,True,False
Organic_Concentration,GOx with EtOH (high C),60.0,3,0.03147717779296713,0.009315510219412146,0.005378312332816312,0.1911237881374863,0.0565621102780475,0.032656149594964025,True,False
